Molecule ChEMBL ID,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4637208,EUB0001113,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,Kd,,31622.78,nM,,,,UO_0000065,,,,,0,CHEMBL4886891,EP300 DiscoverX BROMOscan,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4630902,54,Donated Chemical Probes - SGC Frankfurt,,2021,None,,,
CHEMBL3759614,2,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(CO)cc2)cc1,IC50,'=',62600,nM,4.2,,,UO_0000065,10.82,0.2,-0.39,7.73,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,
CHEMBL5192617,13,O=C(O)c1cnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,,
CHEMBL4858157,29,c1cc(-c2ccc(-c3ncc(OCC4CCNCC4)nc3-c3ccc(-c4ccoc4)cc3)cc2)co1,IC50,'=',1400,nM,5.85,,,UO_0000065,12.26,0.22,-0.86,7.98,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,
CHEMBL5190567,10,CC(=O)NCCOc1cnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1,Inhibition,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL5123694,Inhibition of human p300 HAT domain (1195 to 1673 residues) at 10 uM using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,Dose = 10.0 microM | TIME = 0.6667 hr,,
CHEMBL4858157,29,c1cc(-c2ccc(-c3ncc(OCC4CCNCC4)nc3-c3ccc(-c4ccoc4)cc3)cc2)co1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL5123695,Non-competitive inhibition of human p300 HAT domain (1195 to 1673 residues) using acetyl-coA as substrate preincubated for 10 mins followed by varying concentrations of substrate addition and measured after 30 mins by Cheng-Prusoff plot analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,
CHEMBL3758664,3,Brc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(Br)cc2)cc1,IC50,'=',27000,nM,4.57,,,UO_0000065,9.08,0.22,-1.14,9.71,0,CHEMBL5123697,Inhibition of biotinylated histone H4 peptide binding to His-tagged human p300 HAT domain (1195 to 1673 residues) assessed as reduction in alpha signal incubated for 1 hr by amplified luminescent proximity homogeneous assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL5175603,6,NCCCOc1cnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1,Inhibition,,,%,,,NA,UO_0000187,,,,,0,CHEMBL5123698,Inhibition of biotinylated histone H4 peptide binding to His-tagged human p300 HAT domain (1195 to 1673 residues) assessed as reduction in alpha signal at 100 uM incubated for 1 hr by amplified luminescent proximity homogeneous assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,Dose = 100.0 microM | TIME = 1.0 hr,,
CHEMBL505121,Lys-CoA,CC(=O)N[C@@H](CCCCNC(=O)CSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(N)=O,IC50,'=',500,nM,6.3,,,UO_0000065,6.33,0.13,8.89,1.41,0,CHEMBL5123723,Inhibition of recombinant p300 (unknown origin) using mixed histones and acetyl-coA as substrates incubated for 10 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.1667 hr,INHIBITOR,
CHEMBL3775244,24a,COc1ccc(C2CC(c3cccs3)=NN2c2nc(-c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cs2)cc1OC,Inhibition,'=',50,%,,,,UO_0000187,,,,,0,CHEMBL4407084,Displacement of [3H]-acetyl-CoA from recombinant P300 (unknown origin) at 150 uM using H4-20 as substrate after 5 mins by scintillation counting analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4406797,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL3734823,29c; C646,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,IC50,'=',1600,nM,5.8,,,UO_0000065,13.01,0.24,0.82,4.59,0,CHEMBL4407090,Noncompetitive inhibition of P300 (1287 to 1652 residues) VMA intein chitin binding domain (unknown origin) expressed in Escherichia coli BL21(RIL)-DE3 cells using H4-15 as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4406797,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL5079885,5; AZ13824374,Cc1nnc2c(NC3CCN(CC(C)(C)F)CC3)cc(C(=O)N3[C@@H]4c5ccccc5C[C@H]3C(=O)N[C@@H]4C(C)C)nn12,Activity,'=',41,%,,,,UO_0000187,,,,,0,CHEMBL5045678,Binding affinity to human EP300 bromodomain assessed as residual activity at 300 nM by BROMOscan method relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5042544,1,Scientific Literature,J Med Chem,2022,None,Dose = 300.0 nM,INHIBITOR,
CHEMBL5191305,5,COc1ccc(C2(C(=O)N(C)[C@H](C)C(=O)Nc3cccc4[nH]ncc34)CCCC2)cc1,IC50,'=',5020,nM,5.3,,,UO_0000065,12.6,0.23,1.43,6.07,0,CHEMBL5147367,Inhibition of EP300 in human LK2 cells assessed as reduction in intracellular histone H3 acetylation at lysine 27 residue incubated for 3 hrs by chemiluminescence based ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LK2,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5143662,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 3.0 hr,INHIBITOR,
CHEMBL4168169,54,Cc1ccc([C@H](C)Nc2ccc3c(c2)N(C2CC2)[C@H](C)C(=O)N3C)c(C)c1,Activity,'=',47,%,,,,UO_0000187,,,,,0,CHEMBL4130867,Inhibition of human partial length EP300 (A1040 to G1161 residues) expressed in Escherichia coli BL21 assessed as residual activity at 1 uM after 1 hr by qPCR method relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4130345,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL1797936,C646,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,IC50,'=',2000,nM,5.7,,,UO_0000065,12.79,0.24,0.72,4.51,0,CHEMBL3803993,Inhibition of recombinant P300 (1195 to 1662 residues) (unknown origin) using FITC-histone H4 as substrate incubated for 10 mins by microfluidic electrophoresis in presence of BSA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3797061,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,
CHEMBL4578490,7,Cc1ccc(-n2c(C)nnc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4415522,Inhibition of EP300 (unknown origin) at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4414574,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL4474369,36,Cc1cc(-c2cc(NS(C)(=O)=O)cnc2Oc2ccc(F)cc2F)n2cc[nH]c(=O)c12,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4405045,Inhibition of MSGRGK(Ac)-GGK(Ac)GLGK(Ac)GGAKRHR-biotin binding to EP300 (1040 to 1160 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) by Alphascreen assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4402585,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4524758,26,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cc(C)c3c(=O)[nH]ccn23)c1,IC50,'=',4000,nM,5.4,,,UO_0000065,,,,,0,CHEMBL4405045,Inhibition of MSGRGK(Ac)-GGK(Ac)GLGK(Ac)GGAKRHR-biotin binding to EP300 (1040 to 1160 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) by Alphascreen assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4402585,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4853072,23; UMB298,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccn3c2NC2CCCCC2)cc1Cl,Kd,'=',215,nM,6.67,,,UO_0000065,13.92,0.27,-0.13,10.32,0,CHEMBL4824078,Binding affinity to human partial length EP300 (A1040 to G1161 residues) expressed in bacterial expression system by BromoELECT assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4823258,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,
CHEMBL4577433,15,Cc1ccc(-n2nc(C(=O)N(C)CCN(C)C)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4415522,Inhibition of EP300 (unknown origin) at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4414574,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL5192591,1o,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C2CCN(C(C)=O)CC2)cc1Cl,IC50,'=',94,nM,7.03,,,UO_0000065,13.86,0.27,1.09,9.57,0,CHEMBL5124275,Inhibition of EP300 bromodomain (unknown origin) incubated for 20 mins by AlphaLISA method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120873,1,Scientific Literature,Bioorg Med Chem,2022,None,TIME = 0.3333 hr,INHIBITOR,
CHEMBL5077158,13d,CNC(=O)Nc1ccc2c(c1)CCC[C@@]21OC(=O)N(CC(=O)N2Cc3ccc(F)cc3CC[C@H]2C2CC2)C1=O,IC50,'=',2.2,nM,8.66,,,UO_0000065,16.19,0.3,4.82,8.01,0,CHEMBL5033899,Inhibition of p300 (unknown origin) preincubated for 15 mins followed by addition of substrate [3H] Ac-CoA and measured after 60 mins by liquid scintillation counting assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5032535,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL5094423,13e,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3sccc3OC[C@H]2C2CC2)C1=O,IC50,'=',4,nM,8.4,,,UO_0000065,16.45,0.32,5.58,7.16,0,CHEMBL5033899,Inhibition of p300 (unknown origin) preincubated for 15 mins followed by addition of substrate [3H] Ac-CoA and measured after 60 mins by liquid scintillation counting assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5032535,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL5085891,13l,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3cccnc3CC[C@H]2C2CC2)C1=O,IC50,'=',10,nM,8,,,UO_0000065,15.89,0.3,5.29,6.61,0,CHEMBL5033899,Inhibition of p300 (unknown origin) preincubated for 15 mins followed by addition of substrate [3H] Ac-CoA and measured after 60 mins by liquid scintillation counting assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5032535,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL5090239,13f,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3cc(F)ccc3OC[C@H]2C2CC2)C1=O,Inhibition,,,%,,,Dose-Dependent Effect,UO_0000187,,,,,0,CHEMBL5033921,Inhibition of p300 in human OVCAR-3 cells assessed as reduction of H3K27ac levels measured after 24 hrs by Western blot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,OVCAR-3,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5032535,1,Scientific Literature,Bioorg Med Chem,2021,None,Dose_Lower = 0.25 microM | Dose_Upper = 4.0 microM | TIME = 24.0 hr,INHIBITOR,
CHEMBL5073432,13j,CNC(=O)Nc1ccc2c(c1)COC[C@@]21OC(=O)N(CC(=O)N2Cc3cc(F)ccc3OC[C@H]2C2CC2)C1=O,IC50,'=',12,nM,7.92,,,UO_0000065,14.71,0.28,5.44,6.26,0,CHEMBL5033899,Inhibition of p300 (unknown origin) preincubated for 15 mins followed by addition of substrate [3H] Ac-CoA and measured after 60 mins by liquid scintillation counting assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5032535,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL3622373,72,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl,Kd,'=',32,nM,7.5,,,UO_0000065,14.72,0.28,2.01,11.43,1,CHEMBL3626589,Binding affinity to human p300 by ITC analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3621113,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL295316,9,CC1=CC(=O)c2c(O)cccc2C1=O,IC50,'=',2000,nM,5.7,,,UO_0000065,30.28,0.56,3.98,10.48,0,CHEMBL3779383,Inhibition of recombinant His6-tagged p300 catalytic domain (1284 to1673 residues) (unknown origin) expressed in baculovirus expression system using histone substrate after 10 mins by liquid scintillation counting method in presence of [3H]acetyl-CoA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3774308,1,Scientific Literature,J Med Chem,2016,None,,,
CHEMBL5184238,6,COc1ccc(C2(C(=O)N3CCC[C@@H]3C(=O)Nc3cccc4[nH]ncc34)CCCCC2)cc1,IC50,'=',420,nM,6.38,,,UO_0000065,14.28,0.26,1.98,7.3,0,CHEMBL5147367,Inhibition of EP300 in human LK2 cells assessed as reduction in intracellular histone H3 acetylation at lysine 27 residue incubated for 3 hrs by chemiluminescence based ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LK2,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5143662,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 3.0 hr,INHIBITOR,
CHEMBL5178312,7,COc1ccc(C2(C(=O)N3CCC[C@@H]3C(=O)Nc3cccc4[nH]ncc34)CCCC2)cc1,IC50,'=',690,nM,6.16,,,UO_0000065,14.24,0.26,2.15,7.06,0,CHEMBL5147367,Inhibition of EP300 in human LK2 cells assessed as reduction in intracellular histone H3 acetylation at lysine 27 residue incubated for 3 hrs by chemiluminescence based ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LK2,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5143662,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 3.0 hr,INHIBITOR,
CHEMBL5090239,13f,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3cc(F)ccc3OC[C@H]2C2CC2)C1=O,Inhibition,,,%,,,Dose-Dependent Effect,UO_0000187,,,,,0,CHEMBL5033920,Inhibition of p300 in human OVCAR-3 cells assessed as reduction of H3K18ac levels measured after 24 hrs by Western blot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,OVCAR-3,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5032535,1,Scientific Literature,Bioorg Med Chem,2021,None,Dose_Lower = 0.25 microM | Dose_Upper = 4.0 microM | TIME = 24.0 hr,INHIBITOR,
CHEMBL4567310,B025,Cn1cc(-c2ccc3c(c2)CC[C@]32NC(=O)N(CC(=O)N3Cc4cc(F)ccc4OC[C@H]3C3CC3)C2=O)cn1,IC50,'=',1.3,nM,8.89,,,UO_0000065,16.78,0.31,5.77,9.18,0,CHEMBL4325427,Inhibition of p300 (unknown origin) using histone H3 (1 to 21 residues) as substrate preincubated for 15 mins followed by substrate and [3H]acetyl-CoA addition and measured after 60 mins by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4321876,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4635386,1,NS(=O)(=O)c1ccc(CCNC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc1,IC50,'=',2500,nM,5.6,,,UO_0000065,12.92,0.25,2.03,5.33,0,CHEMBL4619244,Inhibition of EP300 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4616714,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL4636245,11,Cn1cc(-c2ccc(NC(=O)[C@H](NCCc3ccc(C#N)cc3)c3ccccc3)cc2)cn1,IC50,'=',120,nM,6.92,,,UO_0000065,15.89,0.29,2.45,8.36,0,CHEMBL4619245,Binding affinity to recombinant N-terminal His-tagged EP300 HAT domain (unknown origin) (1287 to 1666 residues) expressed in Escherichia coli incubated for 30 mins followed by H3(1 to 21) addition and measured after 1 hr by scintillation proximity assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4616714,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL4648805,16,Cn1cc(-c2ncc(NC(=O)[C@H](NCCc3ccc(C#N)cc3)c3ccccc3)cn2)cn1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4619245,Binding affinity to recombinant N-terminal His-tagged EP300 HAT domain (unknown origin) (1287 to 1666 residues) expressed in Escherichia coli incubated for 30 mins followed by H3(1 to 21) addition and measured after 1 hr by scintillation proximity assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4616714,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL295316,18a,CC1=CC(=O)c2c(O)cccc2C1=O,IC50,'=',20000,nM,4.7,,,UO_0000065,24.97,0.46,2.98,8.64,0,CHEMBL4407076,Inhibition of P300 in human HeLa cells using [3H]-acetyl-CoA as substrate preincubated for 10 mins followed by substrate addition measured after 10 mins by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4406797,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308376,,,
CHEMBL5193437,8,COc1ccc(C2(C(=O)N3C[C@H](F)C[C@@H]3C(=O)Nc3cccc4[nH]ncc34)CCCC2)cc1,IC50,'=',56,nM,7.25,,,UO_0000065,16.1,0.3,3.29,8.3,0,CHEMBL5147366,Inhibition of N-terminal His tagged human EP300 (1159-1666 residues) expressed in Escherichia coli BL21 (DE3) using biotinylated H4 (1 to 25)-GSGSK peptide as substrate incubated for 1 hr by AlphaLISA assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5143662,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL5193672,11; DS17701585,COc1ccc(C2(C(=O)N3CS(=O)(=O)C[C@@H]3C(=O)Nc3cccc4[nH]ncc34)CCCC2)cc1,IC50,'=',450,nM,6.35,,,UO_0000065,13.15,0.25,3.74,5.23,0,CHEMBL5147367,Inhibition of EP300 in human LK2 cells assessed as reduction in intracellular histone H3 acetylation at lysine 27 residue incubated for 3 hrs by chemiluminescence based ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LK2,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5143662,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,TIME = 3.0 hr,INHIBITOR,
CHEMBL5221117,7,COc1ccc(NC(=O)[C@H]2CCCN2C(=O)C2(c3ccc(Cl)cc3)CCCCC2)cc1,IC50,'=',19.95,nM,7.7,,,UO_0000065,17.46,0.34,2.52,13.13,0,CHEMBL5217994,Inhibition of full-length P300 (unknown origin) using ARTKQTARKSTGGKAPRKQLAGG-K(Biotin)-amide as substrate preincubated for 60 mins followed by substrate addition and measured by RapdiFire-MS/MS analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5214994,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL4470913,2g,Cc1cc(Cc2ccc3c(cnn3-c3ccc(C(=O)O)cc3)c2)c([N+](=O)[O-])cc1C,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4361756,Inhibition of p300 (unknown origin) using biotinylated histone H3 (1 to 21 residues) as substrate measured after 90 mins in presence of Acetyl CoA by AlphaLISA assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4359851,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL1232567,16,Oc1ccnc2ccccc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4139705,Inhibition of KAT3B catalytic domain (1284 to 1673 residues) (unknown origin) using SGRGKGGKGLGKGGAKRHRK-NH2 as substrate after 5 mins in presence of Ac-CoA by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4138110,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4166834,31,Cc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,IC50,'=',2600,nM,5.58,,,UO_0000065,17.82,0.35,1.94,8.41,0,CHEMBL4139705,Inhibition of KAT3B catalytic domain (1284 to 1673 residues) (unknown origin) using SGRGKGGKGLGKGGAKRHRK-NH2 as substrate after 5 mins in presence of Ac-CoA by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4138110,1,Scientific Literature,Eur J Med Chem,2017,None,,,
